Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
2505.01/2017 TP,31850.0,TOMADA DE PREÇOS,2017-05-26,MENOR PREÇO,"CONTRATAÇÃO DE 01 (UM) PROFISSIONAL COM LICENCIATURA EM BIOLOGIA PARA DESENVOLVER ATIVIDADES RELACIONADAS AO LICENCIAMENTO AMBIENTAL E FISCALIZAÇÃO, JUNTO A SECRETARIA DE MEIO AMBIENTE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",2017-06-13,DESERTA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
0405.01/2017 CP,893412.0,CONCORRÊNCIA,2017-05-04,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE ENGENHARIA DE GESTÃO DA MANUTENÇÃO CORRETIVA, DA REFORMA, DA EFICIENTIZAÇÃO E AMPLIAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA (IP), E DEMAIS SERVIÇOS CONSTANTES NO PROJETO BÁSICO, DA SEDE  E DOS DISTRITOS, EM ACARAÚ - CE.",2017-06-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
1705.02/2017 PP,1148714.07,PREGÃO,2017-05-17,MENOR PREÇO,AQUISICAO DE MATERIAL MEDICO-HOSPITALAR PARA AMBULATORIO DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-06-07,FECHADA,SECRETARIA DE SAÚDE
1605.01/2017 TP,26833.31,TOMADA DE PREÇOS,2017-05-18,MENOR PREÇO,PRESTACAO DE SERVICOS ESPECIALIZADOS DE CONSULTORIA NO ACOMPANHAMENTO MENSAL DE INFORMACOES UTILIZADAS NO CALCULO DO INDICE PERCENTUAL DE PARTICIPACAO MUNICIPAL DE ACARAU NO RATEIO DO IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS,2017-06-06,FECHADA,Não Identificada
1505.01/2017 TP,216364.04,TOMADA DE PREÇOS,2017-05-15,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA REFORMA DE UMA EDIFICACAO PARA ABRIGAR A NOVA SEDE DA PREFEITURA MUNICIPAL DE ACARAU - CE.,2017-06-02,FECHADA,SECRETARIA DE INFRAESTRUTURA
1705.01/2017 PP,127813.34,PREGÃO,2017-05-17,MENOR PREÇO,AQUISICAO DE 02 (DOIS) VEICULOS PARA ATENDER O PROGRAMA EQUIPE MELHOR EM CASA DE RESPONSABILIDADE DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-06-01,FECHADA,Não Identificada
1605.02/2017 PP,514656.0,PREGÃO,2017-05-16,MENOR PREÇO,CONTRATACAO DE SERVICOS MECANICOS ELETRICOS FUNILARIA E PINTURA DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.,2017-05-31,FECHADA,SECRETARIA DE INFRAESTRUTURA
1005.01/2017 PE,8551091.64,PREGÃO,2017-05-15,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2017-05-29,REVOGADA,SECRETARIA DE EDUCAÇÃO
0805.01/2017 TP,30666.64,TOMADA DE PREÇOS,2017-05-08,MENOR PREÇO,PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA EM ADMINISTRACAO TRIBUTARIA DE RESPONSABILIDADE DA SECRETARIA DE ADMINISTRACAO E FINANCAS DO MUNICIPIO DE ACARAU - CE.,2017-05-26,FECHADA,Não Identificada
0205.03/2017 PP,157908.0,PREGÃO,2017-05-02,MENOR PREÇO,AQUISICAO DE KIT S AUXILIO NATALIDADE COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS DESTINADAS AS FAMILIAS EM SITUACAO DE RISCO E VULNERABILIDADE SOCIAL DO MUNICIPIO DE ACARAU - CE.,2017-05-19,FECHADA,Não Identificada
0205.02/2017 PP,476248.04,PREGÃO,2017-05-02,MENOR PREÇO,AQUISICAO DE MEDICAMENTOS DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-05-18,FECHADA,SECRETARIA DE SAÚDE
0205.01/2017 PP,476248.04,PREGÃO,2017-05-04,MENOR PREÇO,CONTRATACAO DE SERVICOS NA AREA DA SAUDE (MENSAL E PLANTAO) OBJETIVANDO A COMPLEMENTACAO DOS SERVICOS ASSISTENCIAIS DE SAUDE DE ACORDO COM A DEMANDA DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-05-17,FECHADA,Não Identificada
2604.01/2017 PP,1430464.56,PREGÃO,2017-04-26,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO EXECUCAO COORDENACAO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.,2017-05-16,FECHADA,SECRETARIAS DIVERSAS
0604.01/2017 CP,476248.04,CONCORRÊNCIA,2017-04-06,MENOR PREÇO,LOCACAO DE MAQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.,2017-05-12,FECHADA,SECRETARIA DE INFRAESTRUTURA
2504.02/2017 PP,476248.04,PREGÃO,2017-04-25,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS, PNEUS E BATERIAS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DA PREFEITURA MUNICIPAL DE ACARAÚ - CE.",2017-05-11,FRACASSADA,SECRETARIA DE INFRAESTRUTURA
2504.01/2017 PP,476248.04,PREGÃO,2017-04-25,MENOR PREÇO,AQUISICAO DE MATERIAL ODONTOLOGICO DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-05-10,FECHADA,Não Identificada
1904.01/2017 PP,309382.9,PREGÃO,2017-04-19,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO EXECUCAO COORDENACAO DE ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.,2017-05-05,FECHADA,Não Identificada
1804.02/2017 PP,8000000.0,PREGÃO,2017-04-18,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS ESPECIALIZADOS NA RECUPERACAO DE RECEITAS DO ISSQN - IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA EXCETO EM EMPRESAS DO SIMPLES NACIONAL REFERENTE AOS ULTIMOS 5 (CINCO) ANOS,2017-05-04,FECHADA,Não Identificada
0604.02/2017 TP,352152.39,TOMADA DE PREÇOS,2017-04-06,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ROCADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICIPIO DE ACARAU - CE.,2017-05-03,FECHADA,SECRETARIA DE INFRAESTRUTURA
2803.01/2017 PP,476248.04,PREGÃO,2017-03-28,MENOR PREÇO,"AQUISIÇÃO DE 01 (UM) VEÍCULO PARA ATENDER O PROGRAMA EQUIPE MELHOR EM CASA, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNCÍPIO DE ACARAÚ  CE.",2017-04-19,DESERTA,SECRETARIA DE SAÚDE
2303.01/2017 TP,88666.7,TOMADA DE PREÇOS,2017-03-23,MENOR PREÇO,PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA EM SERVICOS DE SAUDE ATRAVES DO SUS - SISTEMA UNICO DE SAUDE NA SECRETARIA DE SAUDE/FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ACARAU/CE CONFORME ESPECIFICACOES EM ANEXO DO EDITAL.,2017-04-19,FECHADA,Não Identificada
2103.01/2017 PP,902255.0,PREGÃO,2017-03-21,MENOR PREÇO,CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE REFEICOES LANCHES PRONTOS E SERVICOS DE BUFFET DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU-CE.,2017-04-12,FECHADA,SECRETARIAS DIVERSAS
2003.01/2017 TP,476248.04,TOMADA DE PREÇOS,2017-03-20,MENOR PREÇO,CONTRATACAO DE SERVICOS DE APOIO ADMINISTRATIVO E FINANCEIRO DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU-CE.,2017-04-11,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0803.02/2017 TP,459907.2,TOMADA DE PREÇOS,2017-03-08,MENOR PREÇO,PRESTACAO DE SERVICOS DE EXAMES LABORATORIAIS PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAUDE PUBLICA DO MUNICIPIO DE ACARAU - CE.,2017-04-04,FECHADA,Não Identificada
0803.01/2017 TP,81547.12,TOMADA DE PREÇOS,2017-03-08,MENOR PREÇO,CONSTRUCAO DO MURO DE CONTORNO DO MATADOURO PUBLICO DO MUNICIPIO DE ACARAU - CE.,2017-03-29,FECHADA,Não Identificada
0703.01/2017 TP,155666.8,TOMADA DE PREÇOS,2017-03-07,MENOR PREÇO,CONTRATACAO DE SERVICOS TECNICOS ADMINISTRATIVOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA AREA DE LICITACOES E CONTRATOS PUBLICOS PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU/CE.,2017-03-28,FECHADA,SECRETARIAS DIVERSAS
2302.01/2017 TP,77034.36,TOMADA DE PREÇOS,2017-02-23,MENOR PREÇO,CONSTRUCAO DE UMA UNIDADE BASICA DE SAUDE DE PEQUENO PORTE NA LOCALIDADE DE BARRINHA DE CIMA NO MUNICIPIO DE ACARAU - CE.,2017-03-23,FECHADA,Não Identificada
2402.01/207,476248.04,PREGÃO,2017-03-06,MENOR PREÇO,LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE,2017-03-17,DESERTA,SECRETARIA DE EDUCAÇÃO
2402.01/2017 PE,449652.5,PREGÃO,2017-03-06,MENOR PREÇO,LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.,2017-03-17,DESERTA,SECRETARIA DE EDUCAÇÃO
1602.01/2017 PP,476248.04,PREGÃO,2017-02-16,MENOR PREÇO,AQUISICAO DE MATERIAIS DE EXPEDIENTE DESTINADOS A SECRETARIA MUNICIPAL DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-03-14,FECHADA,Não Identificada
1402.02/2017 PP,1034108.2,PREGÃO,2017-02-14,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS MECÂNICOS, ELÉTRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE.",2017-03-08,REVOGADA,SECRETARIA DE INFRAESTRUTURA
1302.01/2017 PP,105183.6,PREGÃO,2017-02-13,MENOR PREÇO,"AQUISIÇÃO DE LUBRIFICANTES E DERIVADOS DO PETRÓLEO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ - CE.",2017-03-03,DESERTA,SECRETARIAS DIVERSAS
2701.01/2017 PP,476248.04,PREGÃO,2017-01-27,MENOR PREÇO,AQUISICAO DE URNAS MORTUARIAS E TRANSLADO PARA ATENDER AS NECESSIDADES DOS MUNICIPES CARENTES NA FORMA DA LEI JUNTO A SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.,2017-02-16,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2601.02/2017 PP,476248.04,PREGÃO,2017-01-26,MENOR PREÇO,CONTRATACAO DE SERVICOS XEROGRAFICOS EM PAPEL A4 PARA DOCUMENTOS DESTINADOS AS ATIVIDADES DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.,2017-02-15,FECHADA,Não Identificada
2601.01/2017 PP,476248.04,PREGÃO,2017-01-27,MENOR PREÇO,AQUISICAO DE CESTAS BASICAS COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS DESTINADAS AS FAMILIAS CARENTES DO MUNICIPIO DE ACARAU - CE.,2017-02-14,FECHADA,Não Identificada
2301.02/2017 PP,476248.04,PREGÃO,2017-01-26,MENOR PREÇO,AQUISICAO DE GAS DE COZINHA (GLP) DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAU - CE.,2017-02-09,FECHADA,SECRETARIAS DIVERSAS
2301.01/2017 PP,476248.04,PREGÃO,2017-01-26,MENOR PREÇO,CONTRATACAO DE SERVICOS DE DIGITALIZACAO E IMPLANTACAO DO GERENCIAMENTO ELETRONICO DE DOCUMENTOS (GED) DOS PROCESSOS COMPROBATORIOS DE DESPESA E LICITATORIOS DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.,2017-02-08,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1701.01/2017 PP,476248.04,PREGÃO,2017-01-19,MENOR PREÇO,PRESTACAO DE SERVICOS DE MANUTENCAO DAS TORRES DE RETRANSMISSAO DO SINAL LOCAL DE TV DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.,2017-02-03,FECHADA,SECRETARIA DE INFRAESTRUTURA
0901.01/2017 PP,58059.96,PREGÃO,2017-01-11,MENOR PREÇO,PRESTACAO DE SERVICOS DE MANUTENCAO NA REDE DE COMPUTADORES DA ATENCAO BASICA DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.,2017-01-21,FECHADA,Não Identificada
0811.01/2016 TP,15950.0,TOMADA DE PREÇOS,2016-11-11,MENOR PREÇO,"CONTRATAÇÃO DE CONSULTORIA TÉCNICA ESPECIALIZADA PARA ELABORAÇÃO DO PLANO MUNICIPAL DE GESTÃO INTEGRADA DE RESÍDUOS SÓLIDOS DO MUNICÍPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2016-11-29,FECHADA,SECRETARIA DE MEIO AMBIENTE
1209.01/2016 TP,810570.85,TOMADA DE PREÇOS,2016-09-13,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA EXECUTAR OS SERVICOS DE REFORMA DE OITO ESCOLAS PUBLICAS MUNICIPAIS LOCALIZADAS NA SEDE DISTRITOS E LOCALIDADES DO MUNICIPIO DE ACARAU - CE.,2016-09-29,FECHADA,SECRETARIA DE EDUCAÇÃO
1008.01/2016 PP,476248.04,PREGÃO,2016-08-10,MENOR PREÇO,AQUISICAO DE MATERIAL ELETRICO HIDRAULICO E DE CONSTRUCAO DESTINADOS A SECRETARIA DE SAUDE E EDUCACAO DO MUNICIPIO DE ACARAU - CE.,2016-08-29,FECHADA,Não Identificada
0908.02/2016 PP,615143.49,PREGÃO,2016-08-12,MENOR PREÇO,AQUISICAO DE MATERIAIS DE EXPEDIENTE LIMPEZA HIGIENE PESSOAL E MATERIAIS PERMANENTES DESTINADOS A ATENDER AS NECESSIDADES DO PROGRAMA BRASIL CARINHOSO DE RESPONSABILIDADE DA SECRETARIA DE EDUCACAO DO MUNICIPIO ACARAU - CE.,2016-08-26,FECHADA,Não Identificada
0908.01/2016 PP,73095.0,PREGÃO,2016-08-12,MENOR PREÇO,CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE LINK DEDICADO PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.,2016-08-25,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2907.01/2016 TP,176380.01,TOMADA DE PREÇOS,2016-08-08,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA REFORMA DE SEIS ESCOLAS EM DIVERSAS LOCALIDADES DO MUNICIPIO DE ACARAU - CE.,2016-08-25,FECHADA,SECRETARIA DE EDUCAÇÃO
2107.01/2016 PP,476248.04,PREGÃO,2016-07-21,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRAÚLICO E DE CONSTRUÇÃO, DESTINADOS A SECRETARIA DE SAÚDE E EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE.",2016-08-09,DESERTA,SECRETARIA DE EDUCAÇÃO
0107.01/2016 PP,476248.04,PREGÃO,2016-07-01,MENOR PREÇO,AQUISICAO DE 01 (UMA) AMBULANCIA PARA USO DO SISTEMA UNICO DE SAUDE/SUS NO MUNICIPIO DE ACARAU - CE.,2016-07-26,FECHADA,Não Identificada
2006.01/2016 TP,580582.24,TOMADA DE PREÇOS,2016-06-24,MENOR PREÇO,CONTRATACAO DE SERVICOS DE MANUTENCAO VIARIA EM DIVERSAS RUAS DA SEDE NO MUNICIPIO DE ACARAU - CE.,2016-07-12,FECHADA,Não Identificada
2706.01/2016 PP,719301.68,PREGÃO,2016-06-27,MENOR PREÇO,"AQUISICAO DE EQUIPAMENTOS, MATERIAL PERMANENTE MEDICO HOSPITALAR, MATERIAL PERMANENTE ODONTOLOGICO E PERMANENTES EM GERAL DESTINADOS AS UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE DO MUNICIPIO DE ACARAU - CEARA.",2016-07-08,FECHADA,SECRETARIA DE SAÚDE
2305.01/2016 CP,1234014.64,CONCORRÊNCIA,2016-05-25,MENOR PREÇO,CONTRATACAO DE EMPRESA PARA CONSTRUCAO DE 01 (UMA) CRECHE PROINFANCIA TIPO II - NO DISTRITO DA LAGOA DO CARNEIRO NO MUNICIPIO DE ACARAU - CE.,2016-06-28,FECHADA,SECRETARIA DE EDUCAÇÃO
0706.01/2016 PP,476248.04,PREGÃO,2016-06-07,MENOR PREÇO,"AQUISICAO DE 01 (UMA) AMBULANCIA PARA USO DO SISTEMA UNICO DE SAUDE/SUS NO MUNICIPIO DE ACARAU - CE, CONFORME ESPECIFICACOES EM ANEXO DO EDITAL E TERMO DE AJUSTE Nº 26/2016.",2016-06-22,FECHADA,Não Identificada
1905.03/2016 CP,185939.68,CONCORRÊNCIA,2016-05-20,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA PRINCIPAL (TRECHO 01 E 02) E NO ACESSO A IGREJA MATRIZ, NA LOCALIDADE DE BARRINHA DE BAIXO, NO DISTRITO DE ARANAU, DO MUNICIPIO DE ACARAU - CE.",2016-06-21,FECHADA,Não Identificada
1905.02/2016 CP,369451.52,CONCORRÊNCIA,2016-05-20,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS JOSE MONTEIRO DE MELO, PEDRO PACIFICO E SANTOS MOURA NA SEDE NO MUNICIPIO DE ACARAU - CE.",2016-06-21,FECHADA,Não Identificada
0606.01/2016 PP,476248.04,PREGÃO,2016-06-06,MENOR PREÇO,"AQUISICAO DE MATERIAL MEDICO HOSPITALAR, MATERIAL ODONTOLOGICO E MEDICAMENTOS PARA ATENDER AS NECESSIDADES DOS POSTOS DE SAUDE DO MUNICIPIO DE ACARAU - CEARA, CONFORME ESPECIFICACOES EM ANEXO DO EDITAL E TERMO DE CONVENIO Nº 29/2016 - SESA.",2016-06-20,FECHADA,SECRETARIA DE SAÚDE
1205.05/2016 CP,556978.88,CONCORRÊNCIA,2016-05-13,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA PRINCIPAL; RUAS 01, 02, 03, 04, 05, 06 E 07 NA LOCALIDADE DE CURRAL VELHO; RUAS FURTUOSO JOSE VASCONCELOS, SR. VICENTE E JOAO BATISTA ARAUJO NO DISTRITO DE ARANAU; RUAS JOSE ANICETO SALES.",2016-06-16,FECHADA,Não Identificada
1205.04/2016 CP,427784.74,CONCORRÊNCIA,2016-05-13,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA DOS CONJUNTOS; RUA 01, 02 e 03 NA LOCALIDADE DE CELSOLANDIA; RUAS 01, 02, 03 e 04 NA LOCALIDADE DE MUCUNA; RUA JOAO EVANGELISTA ARAUJO NO BAIRRO DE BAILARINA E RUA MANOEL SALES.",2016-06-15,FECHADA,Não Identificada
1205.03/2016 CP,426980.72,CONCORRÊNCIA,2016-05-13,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS EM SOLO PICARRA NO TRECHO DE LIGACAO LAGOA DO CARNEIRO A JURITIANHA, NO MUNICIPIO DE ACARAU - CE.",2016-06-15,FECHADA,SECRETARIA DE INFRAESTRUTURA
1105.05/2016 CP,288290.04,CONCORRÊNCIA,2016-05-12,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS TEREZA ALVES GREGORIO, VALDEVINO LUIZ DA SILVEIRA, LEOCADIO SILVEIRA E GERALDO FRANCO FERREIRA, NO DISTRITO DE JURITIANHA NO MUNICIPIO DE ACARAU - CE.",2016-06-14,FECHADA,Não Identificada
1105.04/2016 CP,257754.21,CONCORRÊNCIA,2016-05-12,MENOR PREÇO,CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS FRANCISCO EVERTON DE S. LOPES (TRECHO 01 E 02); PE. OTACILIO A. SALES; RAIMUNDO COSTA SOUSA; LANDRI SALES GONCALVES E VICENTE DE PAULA MOURA FERREIRA NO BAIRRO MORADA NOVA.,2016-06-14,FECHADA,Não Identificada
1105.03/2016 CP,339921.05,CONCORRÊNCIA,2016-05-12,MENOR PREÇO,CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS COM RECUPERACAO DE PLATAFORMA NOS TRECHOS QUE LIGA ALPARGATAS - LAGOA DO CARNEIRO; ALPARGATAS - PEDRINHAS - LAGOA DOS NEGROS E PEDRINHAS - CORREGO DOS FERNANDES NO MUNICIPIO DE ACARAU - CE.,2016-06-13,FECHADA,SECRETARIA DE INFRAESTRUTURA
1105.02/2016 CP,1045379.26,CONCORRÊNCIA,2016-05-12,MENOR PREÇO,CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS COM RECUPERACAO DE PLATAFORMA NOS TRECHOS QUE LIGA ARANAU - CARRAPATEIRAS - CASTELHANO; CORREGO DA ANA VERISSIMO - ILHA DO RATO; RUA SANTOS MOURA (SEDE); RUA ALICE RAMOS (SEDE); TUCUNZEIROS,2016-06-13,FECHADA,SECRETARIA DE INFRAESTRUTURA
2005.01/2016 PP,476248.04,PREGÃO,2016-05-20,MENOR PREÇO,"CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE REFEICOES (CAFE DA MANHA, ALMOCO E JANTAR), DESTINADOS AO GABINETE DO PREFEITO DO MUNICIPIO DE ACARAU - CE.",2016-06-06,FECHADA,GABINETE DO PREFEITO
1205.06/2016 TP,248673.78,TOMADA DE PREÇOS,2016-05-12,MENOR PREÇO,"CONTRATACAO DE SERVICOS PARA EXECUCAO DE CAPACITACAO DE ALUNOS DA REDE PUBLICA MUNICIPAL DE ENSINO MEDIO PARA PARTICIPACAO DO ENEM (EXAME NACIONAL DO ENSINO MEDIO), DE RESPONSABILIDADE DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.",2016-06-02,FECHADA,SECRETARIA DE EDUCAÇÃO
1105.01/2016 TP,565831.32,TOMADA DE PREÇOS,2016-05-11,MENOR PREÇO,CONSTRUCAO DE QUADRAS POLIESPORTIVAS SEM COBERTURA NAS LOCALIDADES DE ESPRAIADO E CAJUEIRO DO BOI NO MUNICIPIO DE ACARAU - CE.,2016-06-01,FECHADA,Não Identificada
1205.02/2016 TP,273111.44,TOMADA DE PREÇOS,2016-05-13,MENOR PREÇO,"CONSTRUCAO DE PRACAS NAS LOCALIDADES DE ILHA DOS COQUEIROS, NO DISTRITO DE ARANAU E NO BAIRRO MONGUBAS, DO MUNICIPIO DE ACARAU - CE.",2016-05-31,FECHADA,Não Identificada
1205.01/2016 PP,476248.04,PREGÃO,2016-05-12,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE EXPEDIENTES DESTINADOS AOS PROGRAMAS DA EDUCAÇÃO INFANTIL, ENSINO FUNDAMENTAL, EJA E DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO ACARAÚ - CE.",2016-05-30,REVOGADA,SECRETARIA DE EDUCAÇÃO
0605.01/2016 PP,476248.04,PREGÃO,2016-05-06,MENOR PREÇO,"AQUISICAO DE PECAS AUTOMOTIVAS E ACESSORIOS, DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",2016-05-25,FECHADA,SECRETARIA DE INFRAESTRUTURA
0405.02/2016 PP,476248.04,PREGÃO,2016-05-04,MENOR PREÇO,"AQUISICAO DE FOGOS DE ARTIFICIOS DESTINADOS A REALIZACAO DE EVENTOS PROMOVIDOS ATRAVES DO GABINETE DO PREFEITO E DA SECRETARIA DE TURISMO, CULTURA E COMUNICACAO DESTE MUNICIPIO.",2016-05-23,FECHADA,GABINETE DO PREFEITO
0405.01/2016 PP,476248.04,PREGÃO,2016-05-04,MENOR PREÇO,"AQUISICAO DE EQUIPAMENTO MEDICO HOSPITALAR, MATERIAL PERMANENTE, CONSUMO E MOBILIARIO, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",2016-05-20,FECHADA,SECRETARIA DE SAÚDE
0205.01/2016 PP,476248.04,PREGÃO,2016-05-02,MENOR PREÇO,AQUISICAO DE MATERIAIS ESPORTIVOS DESTINADOS A SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAU - CE.,2016-05-19,FECHADA,SECRETARIA DE ESPORTE E JUVENTUDE
2904.01/2016 PP,476248.04,PREGÃO,2016-04-29,MENOR PREÇO,"AQUISICAO DE BACIA ESTACIONARIA PARA RESIDUOS OU ENTULHOS, DESTINADO A SECRETARIA DE INFRAESTRUTURA E ABRIGO PARA MOTO TAXI, DESTINADO AO GABINETE DO PREFEITO, DO MUNICIPIO DE ACARAU - CE.",2016-05-16,FECHADA,GABINETE DO PREFEITO
2303.05/2016 CP,215058.02,CONCORRÊNCIA,2016-03-29,MENOR PREÇO,CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS 01 e 02 DA LOCALIDADE DE CASTELHANO NO DISTRITO DE ARANAU NO MUNICIPIO DE ACARAU - CE.,2016-05-14,FECHADA,Não Identificada
