Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
"1209.01/2017 TP","220.065,68","TOMADA DE PREÇOS",14/09/2017,"MENOR PREÇO","REFORMA DO GINÁSIO POLIESPORTIVO JOÃO JAIME FERREIRA GOMES, SITUADO NA AV. JOSÉ GIFFONI DA SILVEIRA, NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",03/10/2017,FECHADA
"2808.01/2017 PP","292.733,00",PREGÃO,28/08/2017,"MENOR PREÇO","CONTRATACAO DE SERVICO DE LIMPEZA DE POCOS PROFUNDOS E SUAS RESPECTIVAS ADUTORAS DA REDE DE ABASTECIMENTO D AGUA DA SEDE E LOCALIDADES DO MUNICIPIO DE ACARAU/CE BEM COMO SERVICO DE MANUTENCAO E RECUPERACAO DE CAMARA FRIA COM REPOSICAO DE PECAS PERTEN",19/09/2017,FECHADA
"1608.01/2017 PE","2.128.278,08",PREGÃO,18/08/2017,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICIPIO DE ACARAÚ - CE",01/09/2017,FRACASSADA
"0908.01/2017 PP","1.596.208,59",PREGÃO,09/08/2017,"MENOR PREÇO","SELECAO DE MELHOR PROPOSTA PARA REGISTRO DE PRECOS VISANDO FUTURAS E EVENTUAIS AQUISICOES DE PECAS PNEUS E BATERIAS DESTINADOS A FROTA OFICIAL DE VEICULOS DA PREFEITURA MUNICIPAL DE ACARAU - CE.",31/08/2017,FECHADA
"001/2017 CP","8.300,00","COMPARAÇÃO DE PREÇOS",25/07/2017,"MENOR PREÇO","COMPARACAO DE PRECOS PARA CONTRATACAO DE EMPRESA PARA CAPACITACAO DA EQUIPE DE PROFISSIONAIS DO POLO DE CONVIVENCIA SOCIAL PADRAO III NO MUNICIPIO DE ACARAU/CE.",28/08/2017,FECHADA
"0108.03/2017 TP","462.929,60","TOMADA DE PREÇOS",04/08/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA CONSTRUCAO DE RESERVATORIOS ELEVADOS (RE) EM DIVERSAS ESCOLAS PUBLICAS DO MUNICIPIO DE ACARAU - CE.",23/08/2017,FECHADA
"0108.02/2017 TP","203.202,63","TOMADA DE PREÇOS",04/08/2017,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PERFURAÇÃO DE POÇOS ARTESIANOS PROFUNDOS EM DIVERSAS ESCOLAS PÚBLICAS DO MUNICIPIO DE ACARAÚ - CE, CONFORME PROJETO BÁSICO.",23/08/2017,FRACASSADA
"1107.03/2017 PP","33.748,40",PREGÃO,11/07/2017,"MENOR PREÇO","AQUISIÇÃO DE BALANÇA TIPO MOLA E SUPORTE SUSPENSÓRIO, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE.",03/08/2017,FRACASSADA
"0607.01/2017 TP","652.857,53","TOMADA DE PREÇOS",06/07/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS PARA MANUTENCAO VIARIA EM DIVERSAS RUAS DA SEDE DO MUNICIPIO DE ACARAU - CE CONFORME PROJETO BASICO.",03/08/2017,FECHADA
"1107.01/2017 PP","249.199,77",PREGÃO,11/07/2017,"MENOR PREÇO","AQUISICAO DE EQUIPAMENTOS E MOBILIARIOS DESTINADOS A SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",27/07/2017,FECHADA
"1007.01/2017 PP","2.198.982,99",PREGÃO,10/07/2017,"MENOR PREÇO","SELECAO DE MELHOR PROPOSTA PARA REGISTRO DE PRECOS VISANDO FUTURAS E EVENTUAIS AQUISICOES DE PECAS PNEUS E BATERIAS DESTINADOS A FROTA OFICIAL DE VEICULOS DA PREFEITURA MUNICIPAL DE ACARAU - CE.",26/07/2017,FECHADA
"0507.01/2017 TP","166.671,00","TOMADA DE PREÇOS",07/07/2017,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATORIAIS PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAÚDE PÚBLICA DO MUNICÍPIO DE ACARAÚ  CE.",25/07/2017,FRACASSADA
"0507.02/2017 PE","3.192.417,12",PREGÃO,10/07/2017,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICIPIO DE ACARAÚ - CE",24/07/2017,FRACASSADA
"0407.01/2017 PP","445.425,00",PREGÃO,04/07/2017,"MENOR PREÇO","AQUISICAO DE CARTEIRAS ESCOLARES DO TIPO UNIVERSITARIA EM MADEIRA DE RESPONSABILIDADE DA SECRETARIA DE EDUCACAO DO MUNICIPIO ACARAU - CE.",20/07/2017,FECHADA
"1206.01/2017 PE","799.765,91",PREGÃO,14/06/2017,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DE RESPONSABILIDADE DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE",30/06/2017,FECHADA
"3105.01/2017 PE","8.551.091,64",PREGÃO,02/06/2017,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",20/06/2017,FECHADA
"2905.01/2017 PP","597.440,33",PREGÃO,29/05/2017,"MENOR PREÇO","AQUISICAO DE EQUIPAMENTOS E MATERIAIS PERMANENTES MEDICO HOSPITALAR E ODONTOLOGICO DESTINADOS AS UNIDADES DE SAUDE DO MUNICIPIO DE ACARAU - CE.",14/06/2017,FECHADA
"2505.01/2017 TP","31.850,00","TOMADA DE PREÇOS",26/05/2017,"MENOR PREÇO","CONTRATAÇÃO DE 01 (UM) PROFISSIONAL COM LICENCIATURA EM BIOLOGIA PARA DESENVOLVER ATIVIDADES RELACIONADAS AO LICENCIAMENTO AMBIENTAL E FISCALIZAÇÃO, JUNTO A SECRETARIA DE MEIO AMBIENTE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",13/06/2017,DESERTA
"0405.01/2017 CP","893.412,00",CONCORRÊNCIA,04/05/2017,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE ENGENHARIA DE GESTÃO DA MANUTENÇÃO CORRETIVA, DA REFORMA, DA EFICIENTIZAÇÃO E AMPLIAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA (IP), E DEMAIS SERVIÇOS CONSTANTES NO PROJETO BÁSICO, DA SEDE  E DOS DISTRITOS, EM ACARAÚ - CE.",08/06/2017,FECHADA
"1705.02/2017 PP","1.148.714,07",PREGÃO,17/05/2017,"MENOR PREÇO","AQUISICAO DE MATERIAL MEDICO-HOSPITALAR PARA AMBULATORIO DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",07/06/2017,FECHADA
"1605.01/2017 TP","26.833,31","TOMADA DE PREÇOS",18/05/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS ESPECIALIZADOS DE CONSULTORIA NO ACOMPANHAMENTO MENSAL DE INFORMACOES UTILIZADAS NO CALCULO DO INDICE PERCENTUAL DE PARTICIPACAO MUNICIPAL DE ACARAU NO RATEIO DO IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS",06/06/2017,FECHADA
"1505.01/2017 TP","216.364,04","TOMADA DE PREÇOS",15/05/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA REFORMA DE UMA EDIFICACAO PARA ABRIGAR A NOVA SEDE DA PREFEITURA MUNICIPAL DE ACARAU - CE.",02/06/2017,FECHADA
"1705.01/2017 PP","127.813,34",PREGÃO,17/05/2017,"MENOR PREÇO","AQUISICAO DE 02 (DOIS) VEICULOS PARA ATENDER O PROGRAMA EQUIPE MELHOR EM CASA DE RESPONSABILIDADE DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",01/06/2017,FECHADA
"1605.02/2017 PP","514.656,00",PREGÃO,16/05/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS MECANICOS ELETRICOS FUNILARIA E PINTURA DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",31/05/2017,FECHADA
"1005.01/2017 PE","8.551.091,64",PREGÃO,15/05/2017,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",29/05/2017,REVOGADA
"0805.01/2017 TP","30.666,64","TOMADA DE PREÇOS",08/05/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA EM ADMINISTRACAO TRIBUTARIA DE RESPONSABILIDADE DA SECRETARIA DE ADMINISTRACAO E FINANCAS DO MUNICIPIO DE ACARAU - CE.",26/05/2017,FECHADA
"0205.03/2017 PP","157.908,00",PREGÃO,02/05/2017,"MENOR PREÇO","AQUISICAO DE KIT S AUXILIO NATALIDADE COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS DESTINADAS AS FAMILIAS EM SITUACAO DE RISCO E VULNERABILIDADE SOCIAL DO MUNICIPIO DE ACARAU - CE.",19/05/2017,FECHADA
"0205.02/2017 PP",,PREGÃO,02/05/2017,"MENOR PREÇO","AQUISICAO DE MEDICAMENTOS DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",18/05/2017,FECHADA
"0205.01/2017 PP",,PREGÃO,04/05/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS NA AREA DA SAUDE (MENSAL E PLANTAO) OBJETIVANDO A COMPLEMENTACAO DOS SERVICOS ASSISTENCIAIS DE SAUDE DE ACORDO COM A DEMANDA DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",17/05/2017,FECHADA
"2604.01/2017 PP","1.430.464,56",PREGÃO,26/04/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO EXECUCAO COORDENACAO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",16/05/2017,FECHADA
"0604.01/2017 CP",,CONCORRÊNCIA,06/04/2017,"MENOR PREÇO","LOCACAO DE MAQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.",12/05/2017,FECHADA
"2504.02/2017 PP",,PREGÃO,25/04/2017,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS, PNEUS E BATERIAS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DA PREFEITURA MUNICIPAL DE ACARAÚ - CE.",11/05/2017,FRACASSADA
"2504.01/2017 PP",,PREGÃO,25/04/2017,"MENOR PREÇO","AQUISICAO DE MATERIAL ODONTOLOGICO DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",10/05/2017,FECHADA
"1904.01/2017 PP","309.382,90",PREGÃO,19/04/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO EXECUCAO COORDENACAO DE ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.",05/05/2017,FECHADA
"1804.02/2017 PP","8.000.000,00",PREGÃO,18/04/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS ESPECIALIZADOS NA RECUPERACAO DE RECEITAS DO ISSQN - IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA EXCETO EM EMPRESAS DO SIMPLES NACIONAL REFERENTE AOS ULTIMOS 5 (CINCO) ANOS",04/05/2017,FECHADA
"0604.02/2017 TP","352.152,39","TOMADA DE PREÇOS",06/04/2017,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ROCADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICIPIO DE ACARAU - CE.",03/05/2017,FECHADA
"2803.01/2017 PP",,PREGÃO,28/03/2017,"MENOR PREÇO","AQUISIÇÃO DE 01 (UM) VEÍCULO PARA ATENDER O PROGRAMA EQUIPE MELHOR EM CASA, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNCÍPIO DE ACARAÚ  CE.",19/04/2017,DESERTA
"2303.01/2017 TP","88.666,70","TOMADA DE PREÇOS",23/03/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA EM SERVICOS DE SAUDE ATRAVES DO SUS - SISTEMA UNICO DE SAUDE NA SECRETARIA DE SAUDE/FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ACARAU/CE CONFORME ESPECIFICACOES EM ANEXO DO EDITAL.",19/04/2017,FECHADA
"2103.01/2017 PP","902.255,00",PREGÃO,21/03/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE REFEICOES LANCHES PRONTOS E SERVICOS DE BUFFET DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU-CE.",12/04/2017,FECHADA
"2003.01/2017 TP",,"TOMADA DE PREÇOS",20/03/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE APOIO ADMINISTRATIVO E FINANCEIRO DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU-CE.",11/04/2017,FECHADA
"0803.02/2017 TP","459.907,20","TOMADA DE PREÇOS",08/03/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS DE EXAMES LABORATORIAIS PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAUDE PUBLICA DO MUNICIPIO DE ACARAU - CE.",04/04/2017,FECHADA
"0803.01/2017 TP","81.547,12","TOMADA DE PREÇOS",08/03/2017,"MENOR PREÇO","CONSTRUCAO DO MURO DE CONTORNO DO MATADOURO PUBLICO DO MUNICIPIO DE ACARAU - CE.",29/03/2017,FECHADA
"0703.01/2017 TP","155.666,80","TOMADA DE PREÇOS",07/03/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS TECNICOS ADMINISTRATIVOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA AREA DE LICITACOES E CONTRATOS PUBLICOS PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU/CE.",28/03/2017,FECHADA
"2302.01/2017 TP","77.034,36","TOMADA DE PREÇOS",23/02/2017,"MENOR PREÇO","CONSTRUCAO DE UMA UNIDADE BASICA DE SAUDE DE PEQUENO PORTE NA LOCALIDADE DE BARRINHA DE CIMA NO MUNICIPIO DE ACARAU - CE.",23/03/2017,FECHADA
2402.01/207,,PREGÃO,06/03/2017,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE",17/03/2017,DESERTA
"2402.01/2017 PE","449.652,50",PREGÃO,06/03/2017,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.",17/03/2017,DESERTA
"1602.01/2017 PP",,PREGÃO,16/02/2017,"MENOR PREÇO","AQUISICAO DE MATERIAIS DE EXPEDIENTE DESTINADOS A SECRETARIA MUNICIPAL DE SAUDE DO MUNICIPIO DE ACARAU - CE.",14/03/2017,FECHADA
"1402.02/2017 PP","1.034.108,20",PREGÃO,14/02/2017,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS MECÂNICOS, ELÉTRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE.",08/03/2017,REVOGADA
"1302.01/2017 PP","105.183,60",PREGÃO,13/02/2017,"MENOR PREÇO","AQUISIÇÃO DE LUBRIFICANTES E DERIVADOS DO PETRÓLEO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ - CE.",03/03/2017,DESERTA
"2701.01/2017 PP",,PREGÃO,27/01/2017,"MENOR PREÇO","AQUISICAO DE URNAS MORTUARIAS E TRANSLADO PARA ATENDER AS NECESSIDADES DOS MUNICIPES CARENTES NA FORMA DA LEI JUNTO A SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",16/02/2017,FECHADA
"2601.02/2017 PP",,PREGÃO,26/01/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS XEROGRAFICOS EM PAPEL A4 PARA DOCUMENTOS DESTINADOS AS ATIVIDADES DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.",15/02/2017,FECHADA
"2601.01/2017 PP",,PREGÃO,27/01/2017,"MENOR PREÇO","AQUISICAO DE CESTAS BASICAS COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS DESTINADAS AS FAMILIAS CARENTES DO MUNICIPIO DE ACARAU - CE.",14/02/2017,FECHADA
"2301.02/2017 PP",,PREGÃO,26/01/2017,"MENOR PREÇO","AQUISICAO DE GAS DE COZINHA (GLP) DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAU - CE.",09/02/2017,FECHADA
"2301.01/2017 PP",,PREGÃO,26/01/2017,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE DIGITALIZACAO E IMPLANTACAO DO GERENCIAMENTO ELETRONICO DE DOCUMENTOS (GED) DOS PROCESSOS COMPROBATORIOS DE DESPESA E LICITATORIOS DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.",08/02/2017,FECHADA
"1701.01/2017 PP",,PREGÃO,19/01/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS DE MANUTENCAO DAS TORRES DE RETRANSMISSAO DO SINAL LOCAL DE TV DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.",03/02/2017,FECHADA
"0901.01/2017 PP","58.059,96",PREGÃO,11/01/2017,"MENOR PREÇO","PRESTACAO DE SERVICOS DE MANUTENCAO NA REDE DE COMPUTADORES DA ATENCAO BASICA DA SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",21/01/2017,FECHADA
"0811.01/2016 TP","15.950,00","TOMADA DE PREÇOS",11/11/2016,"MENOR PREÇO","CONTRATAÇÃO DE CONSULTORIA TÉCNICA ESPECIALIZADA PARA ELABORAÇÃO DO PLANO MUNICIPAL DE GESTÃO INTEGRADA DE RESÍDUOS SÓLIDOS DO MUNICÍPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",29/11/2016,FECHADA
"1209.01/2016 TP","810.570,85","TOMADA DE PREÇOS",13/09/2016,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA EXECUTAR OS SERVICOS DE REFORMA DE OITO ESCOLAS PUBLICAS MUNICIPAIS LOCALIZADAS NA SEDE DISTRITOS E LOCALIDADES DO MUNICIPIO DE ACARAU - CE.",29/09/2016,FECHADA
"1008.01/2016 PP",,PREGÃO,10/08/2016,"MENOR PREÇO","AQUISICAO DE MATERIAL ELETRICO HIDRAULICO E DE CONSTRUCAO DESTINADOS A SECRETARIA DE SAUDE E EDUCACAO DO MUNICIPIO DE ACARAU - CE.",29/08/2016,FECHADA
"0908.02/2016 PP","615.143,49",PREGÃO,12/08/2016,"MENOR PREÇO","AQUISICAO DE MATERIAIS DE EXPEDIENTE LIMPEZA HIGIENE PESSOAL E MATERIAIS PERMANENTES DESTINADOS A ATENDER AS NECESSIDADES DO PROGRAMA BRASIL CARINHOSO DE RESPONSABILIDADE DA SECRETARIA DE EDUCACAO DO MUNICIPIO ACARAU - CE.",26/08/2016,FECHADA
"0908.01/2016 PP","73.095,00",PREGÃO,12/08/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE LINK DEDICADO PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",25/08/2016,FECHADA
"2907.01/2016 TP","176.380,01","TOMADA DE PREÇOS",08/08/2016,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA REFORMA DE SEIS ESCOLAS EM DIVERSAS LOCALIDADES DO MUNICIPIO DE ACARAU - CE.",25/08/2016,FECHADA
"2107.01/2016 PP",,PREGÃO,21/07/2016,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRAÚLICO E DE CONSTRUÇÃO, DESTINADOS A SECRETARIA DE SAÚDE E EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE.",09/08/2016,DESERTA
"0107.01/2016 PP",,PREGÃO,01/07/2016,"MENOR PREÇO","AQUISICAO DE 01 (UMA) AMBULANCIA PARA USO DO SISTEMA UNICO DE SAUDE/SUS NO MUNICIPIO DE ACARAU - CE.",26/07/2016,FECHADA
"2006.01/2016 TP","580.582,24","TOMADA DE PREÇOS",24/06/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE MANUTENCAO VIARIA EM DIVERSAS RUAS DA SEDE NO MUNICIPIO DE ACARAU - CE.",12/07/2016,FECHADA
"2706.01/2016 PP","719.301,68",PREGÃO,27/06/2016,"MENOR PREÇO","AQUISICAO DE EQUIPAMENTOS, MATERIAL PERMANENTE MEDICO HOSPITALAR, MATERIAL PERMANENTE ODONTOLOGICO E PERMANENTES EM GERAL DESTINADOS AS UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE DO MUNICIPIO DE ACARAU - CEARA.",08/07/2016,FECHADA
"2305.01/2016 CP","1.234.014,64",CONCORRÊNCIA,25/05/2016,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA CONSTRUCAO DE 01 (UMA) CRECHE PROINFANCIA TIPO II - NO DISTRITO DA LAGOA DO CARNEIRO NO MUNICIPIO DE ACARAU - CE.",28/06/2016,FECHADA
"0706.01/2016 PP",,PREGÃO,07/06/2016,"MENOR PREÇO","AQUISICAO DE 01 (UMA) AMBULANCIA PARA USO DO SISTEMA UNICO DE SAUDE/SUS NO MUNICIPIO DE ACARAU - CE, CONFORME ESPECIFICACOES EM ANEXO DO EDITAL E TERMO DE AJUSTE Nº 26/2016.",22/06/2016,FECHADA
"1905.03/2016 CP","185.939,68",CONCORRÊNCIA,20/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA PRINCIPAL (TRECHO 01 E 02) E NO ACESSO A IGREJA MATRIZ, NA LOCALIDADE DE BARRINHA DE BAIXO, NO DISTRITO DE ARANAU, DO MUNICIPIO DE ACARAU - CE.",21/06/2016,FECHADA
"1905.02/2016 CP","369.451,52",CONCORRÊNCIA,20/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS JOSE MONTEIRO DE MELO, PEDRO PACIFICO E SANTOS MOURA NA SEDE NO MUNICIPIO DE ACARAU - CE.",21/06/2016,FECHADA
"0606.01/2016 PP",,PREGÃO,06/06/2016,"MENOR PREÇO","AQUISICAO DE MATERIAL MEDICO HOSPITALAR, MATERIAL ODONTOLOGICO E MEDICAMENTOS PARA ATENDER AS NECESSIDADES DOS POSTOS DE SAUDE DO MUNICIPIO DE ACARAU - CEARA, CONFORME ESPECIFICACOES EM ANEXO DO EDITAL E TERMO DE CONVENIO Nº 29/2016 - SESA.",20/06/2016,FECHADA
"1205.05/2016 CP","556.978,88",CONCORRÊNCIA,13/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA PRINCIPAL; RUAS 01, 02, 03, 04, 05, 06 E 07 NA LOCALIDADE DE CURRAL VELHO; RUAS FURTUOSO JOSE VASCONCELOS, SR. VICENTE E JOAO BATISTA ARAUJO NO DISTRITO DE ARANAU; RUAS JOSE ANICETO SALES.",16/06/2016,FECHADA
"1205.04/2016 CP","427.784,74",CONCORRÊNCIA,13/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NA RUA DOS CONJUNTOS; RUA 01, 02 e 03 NA LOCALIDADE DE CELSOLANDIA; RUAS 01, 02, 03 e 04 NA LOCALIDADE DE MUCUNA; RUA JOAO EVANGELISTA ARAUJO NO BAIRRO DE BAILARINA E RUA MANOEL SALES.",15/06/2016,FECHADA
"1205.03/2016 CP","426.980,72",CONCORRÊNCIA,13/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS EM SOLO PICARRA NO TRECHO DE LIGACAO LAGOA DO CARNEIRO A JURITIANHA, NO MUNICIPIO DE ACARAU - CE.",15/06/2016,FECHADA
"1105.05/2016 CP","288.290,04",CONCORRÊNCIA,12/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS TEREZA ALVES GREGORIO, VALDEVINO LUIZ DA SILVEIRA, LEOCADIO SILVEIRA E GERALDO FRANCO FERREIRA, NO DISTRITO DE JURITIANHA NO MUNICIPIO DE ACARAU - CE.",14/06/2016,FECHADA
"1105.04/2016 CP","257.754,21",CONCORRÊNCIA,12/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS FRANCISCO EVERTON DE S. LOPES (TRECHO 01 E 02); PE. OTACILIO A. SALES; RAIMUNDO COSTA SOUSA; LANDRI SALES GONCALVES E VICENTE DE PAULA MOURA FERREIRA NO BAIRRO MORADA NOVA.",14/06/2016,FECHADA
"1105.03/2016 CP","339.921,05",CONCORRÊNCIA,12/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS COM RECUPERACAO DE PLATAFORMA NOS TRECHOS QUE LIGA ALPARGATAS - LAGOA DO CARNEIRO; ALPARGATAS - PEDRINHAS - LAGOA DOS NEGROS E PEDRINHAS - CORREGO DOS FERNANDES NO MUNICIPIO DE ACARAU - CE.",13/06/2016,FECHADA
